Bahnaric,Vietnamese
rơđõ rơđặch,tiếng rộn rang
tơjot,đua
mãk,đắt
pơtơng,viễn thị
lăp jơhngơ ̆ m,vừa lòng
'ngưk,rầy
thũng,đại bác
hatăl,chồng chất lên nhau
pray,quan hệ tình dục bất chính
pơra,đóng góp
ahơ̆m,được
rơhau,xong xuôi
'bloy 'bloy,khói thuốc phì phà
ao khŏublŏng,áo dài tay
'lŭp 'lăp,tiếng vỗ cánh phành phạch
ơi piêu,chủ trương
ĕnh,tự chủ
chuĕch,chớp lấy
jơrông keo,sâu keo
rd'nhai,tươm
muh,cằm
tơhlap,kẽ tay chân
phĭ tơ nŏ,ấm no
têm brêm,thùng thình nhiều tua
pơjĕ,làm cho gần lại
kơ̆ch,hớt
prôk,chua lòm
jơgrôn,u lên
păng păng,tiếng súng nổ đì đùng
hơnih bơ tho,sở giáo dục đào tạo
tđhlũp,tóc ngắn
hnhŭm,tụ tập lại
hmŭm,quây
tơ'ngăk tơ'ngũl,chỉ hai người lớn đứng hay ngồi bệt
wă jê ̆,xấp xỉ
hniê̆,chen
‘lỡng,phẩm
anguaih,dọn sạch
dơyô,mau lớn
tơ'bat,lây nhiễm
gơ'bal,ắp
to bluch kơting,rục xương
konkon,nàonào
huăì,moi ruột
ahrai,bây giờ
hrăt hrot dêh,bận lam
le ̆ch đơ ̆ ng kho,xuất kho
tanh tơmar,phên
tơngih,tơngeh
krĕo kơ pô,thiến trâu
ngŏ,ngước
hlôh hlăk,khôn lớn
pỡr yỡr,chạy một mạch
tơprẽl,rụng hạt
phao kơ tuang,súng ống
phaih,công điện
bơngai kơpal the,nhân gian
prẽ,lênh
gơ'dơ̆m,có tài thuyết phục
arŏ,cỏi
pül,bệnh sưng tử cung
dôm,bao
hla plăng,sả
grô̆,vỡ gốc
kơbiok,cuốc chim
'jồ krong,chim bói cá
dơhlŭp,búp
kai,chòe
pơkưh,giao phó hết của cải 
brẽch,hoang dại
tơ̆k bơ̆k krong,lòng sông
teh brữ,đất cằn
kâuvah,lưỡi câu
tơ'blêk,loang
pă gơh jing,đồi bại
bla,tấm tranh gấp đôi
lơgâu,me
gu,tụi
phiang,mau lẹ
kuek,diêm
prêh,bể nát
ŭnh xa măt,địa ngục
kõt,mèn
pơdrưh,điềm báo
tơphẽch,bẻ nhỏ
d krang mang yang,đèo mang yang
hơmoh,chỗ đặt đơm
ptfwing,gây chóng mặt
kiep kiep,tiếng chíp chíp gà
blô,lô
kơteu,có chửa
jut,cây le
tơket,bóp cổ nhau
kơlor,nhợt nhạt
hla ar ăn bơngai lôch,khai tử
'brỡt,xù xì
phương,phương
rơmo kon păng rơrno yõng,bò cho con bú
hiâu,lớp mỡ nổi trên bề mặt
hatơ̆m,nguyền của
krơ̆u,khô cuốn lại
rơkak rơkẽch,tiếng chó cắn nhau ăng ẳng
pơwao,giải thích rõ
trŏk,quyển
trĩn,ạch
pơxe,mỉa mai
pơ'nep,bốc lột 
pơgrŏng,mất dạy
chŭn,chỗ sông uốn khúc
gơhôih,thở dài
pơnăt,cánh mũi tên
tra,chè
phỗ`i,phôi
chơ'ngăk chơ'ngưt,nhiều vật nổi rõ trên bề mặt
phuih,phục suống
'bap,máy
chŭ chă,con thần lần
ơpă,tận mắt
ngôi dang tŏ,sưởi nắng
gre pi ̆ t u ̆nh,xe cứu hoả
hia hyôi,dài thồng lòng
pơngũr,nung đỏ bắt
hat,hát
pơxỗ,làm cho sạch
nôp pang,loại rắn có đầu nâu
phiê̆u,phiếu
chră,soi
jơhnai,đà
pơgo`u,cái kiềng
kơchă,luốc
pit,chuối
rd'müt,bậm
drŏ nglo drŏ kăn,nam nữ
grang grach,cào cào xanh hay nâu
rơkhũk,lởm
kiok kiok,tiếng gà kêu quang quác
'nhĕl,thọt
gơxar,ảo giác
bơkuh,bệnh lỡ loét lưỡi
gơdung,xuống
pơham,cây chay
nhơ̆k,ma nước
blel blel,ngọn lửa nhỏ
hih,tiếng trả lời
pơnhuôi,con trút
aseh,con ngựa
'dŭr 'dŭr,tiếng chân chạy rầm rần trên sàn
gŭt hră,lên dây ná
doh,đan long mốt
sơngah,thề
mâu,mẫu
kơhôp,cái hộp
gưp gưp,càng ngày càng
glăn,mỏi
tơguam,phục vụ
năm chă ,tìm kiếm
pơnổ,vàng nguyên chất
ah kơ xơ,hoàng hôn
axŏm,quen nhau
wưch,loáng thoáng
hrul hnam,vắng nhà
gơnum,vành bẻ gập
gơlong,lon
'năr kơnă kơnơ̆l,ngày hội
charchuơh,sa mạc
jrnh,sàn
tơbleh,toét ra
tacak,dừa
rơgep,gắp cho nhau
hơyol,chót vót
ưh kơ mơ̆t,khuât phục
rai ie` ie`ch,càng ít
sa pơ ghe,ăn sáng
chơlau,buồn rầu
nơ̆r tơblang,từ giải nghĩa
hơlôh,lối
dơ'ngôl,chỉ người lớn đang ngồi chờ một mình
iĕm, các anh
gơgrĭk,tiếng ù ù trong tai
râng,gã
pơtôk,phỏng
pơm tơjul,hạn chế
'nâu,đây
'nhăk,đem theo
toi noh,Đồng thời
ưh kơ đah,không mọc
hiak hiak,bị lao
duĭnh,quay
apinh sa ,ăn xin
tơprang,đuổi con vật đi xa
rơblễ,rơblă
ĭn ĭn,ỉn
plŏng kơ jung,nhảy cao
nhek,nghe thấu đáo
tơdũl,lủng lẳng 
prốm,rơi tõm
rơtêh,cây rừng
ake mĭm,sừng tê giác
pơgloh la,nhất là
tơgrên,gầy đét (vật lớn
'dot 'dot,chỉ thở thoi thóp
hiơp,liệm dần
krong,con sông
pơlom,loại mốì trắng
glĕch,cây có hạt nhỏ màu trắng  dùng để trang điểm trên liền khi
brơu brơt,vàng thẫm
truh tơ pơlĕi,đến làng
ttf'ngül,không nhúc nhích
rơyông,cao và đẹp
blôt,lửa phừng phực
kuôt,chuyên môn
'bao,bào
jơk bli ̆ k,xanh ngát
găm hloh,đen hơn cả
gong gong,bầu xanh xắn
rơdũk rơdăk,tiếng trái cây rơi bịch
'dơ̆r,đạp
pơal,vịn cớ
vai,nhện
pơlăm,chim rau rất
ư ang rơgĕi,anh minh
dren,con lậy
tui,cộ
duk,bến
pơm adrung,thiết kế
tơtĭnh,luận ra
hơdrông,dâng cao
bơxat,mả
tơnglèp,giẻ lau
chãl,hiện
tơ angla wơr thŏng iŏk hơmet,thu thuỷ
kông lôk tih bât đak dơxĭ,quần đảo
ki kơ jăp,ki kết
brơ̆k,thương hại
lơmek,mà
rơhuẽ,tuyệt
đơt,đợt
rơxũt,hoàn lại
pre,chuẩn
akâo,bỏng
tơdrong kơnê ̆,lêu lổng
ih hih,tiếng dùng ở mệnh lệnh
đĕi anat,có trở lại
Pơtho khan,Hướng dẫn
lẽnh,trá
tơkol,bao phơ
bơtho,dạy
ttfjang^ttöhläk^,bận bịu
pơloih,cho trọc
arônh,bừng
khơ̆p,cập
'ngĭl 'ngŭl,ngủ gà ngủ gật
tep 'lep,lược qua lược lại
sring srung,chuồn chuồn
joaih,khôn ngoan
chơ'mronh,e dè
ttfrot,đau lan
pơrĕng,dọc
achơ̆t,dứt
hơtŏk,chuyền
kơ'nhăm xơ̆k,cái búi tóc
kơyak kơyoi,đuôi dài
chơdŭ,loại chuối có trái kép
teh đak,đất nước
đak xăng gre,xăng xe
tơbiơm ah yong,nằm xoài trên dường
tơtông,cướp
kơchŏ,người quá cố
chrĭk chrŭk,tiếng chày giã gạo thình thịch
chơvơ,láng cháng
kâl kon bơngai,dân số
tơtơng,chuyền cho nhau
ông rơ,khóc hu hu
chrông,khâu
khâu,khẩu
tơgleh,chơi kéo ngắn tay
